"TableName","TablePurpose","Ownership","ColumnOrdinal","ColumnName","SqlType","Nullable","KeyRole","DefaultDefinition","IndexNames","ProductionRows","ProductionNonNullRows","ProductionFillPercent","AgentStrongReferences","AgentTokenReferences","DevAppStrongReferences","DevAppTokenReferences","ProdAppStrongReferences","ProdAppTokenReferences","AllStrongReferences","AllTokenReferences","DataSensitivity","Assessment","MigrationRecommendation","Note"
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","1","datetimestamp","datetime","True","","(getdate())","","0","0",,"3","5","5","7","12","15","20","27","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=5, DEV-app=7, PROD-app=15."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","2","computername","varchar(100)","True","","","","0","0",,"23","54","2","3","6","7","31","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=54, DEV-app=3, PROD-app=7."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","3","username","varchar(50)","True","","","","0","0",,"26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","4","userdomain","varchar(50)","True","","","","0","0",,"21","50","2","2","5","5","28","57","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=50, DEV-app=2, PROD-app=5."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","5","LastWriteTime","datetime2(7)","True","","","","0","0",,"6","8","0","0","0","0","6","8","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=8, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","6","LnkLastOpenedDateTime","datetime2(7)","True","","","","0","0",,"1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","7","LnkCreatedDateTime","datetime","True","","","","0","0",,"1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","8","FileCreatedDateTime","datetime","True","","","","0","0",,"1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","9","FileModifiedDateTime","datetime","True","","","","0","0",,"1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","10","pathRecentfileandfolder","varchar(2000)","True","","","","0","0",,"1","1","0","0","1","1","2","2","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=1."
"DeviceRecentFileAndFolderLogging","Actieve detailbuffer voor Windows Recent/Quick Access-koppelingen.","Legacy UAM","11","attributes","varchar(255)","True","","","","0","0",,"5","6","0","41","1","52","6","99","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=6, DEV-app=41, PROD-app=52."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","1","datetimestamp","datetime","True","","","","13037","13037","100","3","5","5","7","12","15","20","27","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=5, DEV-app=7, PROD-app=15."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","2","computername","varchar(100)","True","","","","13037","13037","100","23","54","2","3","6","7","31","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=54, DEV-app=3, PROD-app=7."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","3","username","varchar(50)","True","","","","13037","13037","100","26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","4","userdomain","varchar(50)","True","","","","13037","13037","100","21","50","2","2","5","5","28","57","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=50, DEV-app=2, PROD-app=5."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","5","LastWriteTime","datetime2(7)","True","","","","13037","26","0.2","6","8","0","0","0","0","6","8","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=8, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","6","LnkLastOpenedDateTime","datetime2(7)","True","","","","13037","13011","99.8","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","7","LnkCreatedDateTime","datetime","True","","","","13037","13011","99.8","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","8","FileCreatedDateTime","datetime","True","","","","13037","5997","46","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","9","FileModifiedDateTime","datetime","True","","","","13037","5997","46","1","1","0","0","0","0","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=0."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","10","pathRecentfileandfolder","varchar(2000)","True","","","","13037","13037","100","1","1","0","0","1","1","2","2","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=1, DEV-app=0, PROD-app=1."
"DeviceRecentFileAndFolderLogging_Archive","Historisch Windows Recent/Quick Access-gebruik.","Legacy UAM","11","attributes","varchar(255)","True","","","","13037","13037","100","5","6","0","41","1","52","6","99","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=6, DEV-app=41, PROD-app=52."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","1","Script_GUID","uniqueidentifier","False","PK(1)","","PK_DeviceScripts","1","1","100","0","0","0","0","7","7","7","7","persoons-/gebruiksgegeven","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","2","Script_Description_short","nvarchar(100)","True","","","","1","1","100","0","0","0","0","4","4","4","4","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=4."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","3","Script_Description_long","nvarchar(1000)","True","","","","1","1","100","0","0","0","0","2","2","2","2","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=2."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","4","Script_Code","nvarchar(max)","True","","","","1","1","100","0","0","0","0","2","2","2","2","gevoelige diagnostiek/configuratie","actief in code","migreren na semantische controle","Arbitraire PowerShell-code; hoog risico. Nieuwe taken als ondertekende/versioned plugins met expliciete capabilities. Exacte codetokens: agent=0, DEV-app=0, PROD-app=2."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","5","Script_WorksOnComputerTypes","varchar(1000)","True","","","","1","1","100","0","0","0","0","3","3","3","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=3."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","6","Script_WhenCreated","datetime","True","","","","1","0","0","0","0","0","0","2","2","2","2","intern/configuratie","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=2."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","7","Script_UserCreated","varchar(50)","True","","","","1","1","100","0","0","0","0","1","1","1","1","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=1."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","8","ScriptOutputType","varchar(50)","True","","","","1","1","100","0","0","0","0","4","4","4","4","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=4."
"DeviceScripts","Definitie van aanvullende uitvoerbare PowerShell-taken.","Legacy UAM","9","ScriptEnabled","bit","True","","((1))","","1","1","100","0","0","0","0","2","2","2","2","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=2."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","1","ScheduleID","int","False","IDENTITY; PK(1)","","PK_DeviceScriptSchedules","1","1","100","0","0","0","0","2","2","2","2","intern/configuratie","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","2","Script_GUID","uniqueidentifier","False","FK->DeviceScripts.Script_GUID","","IX_DeviceScriptSchedules_NextRunTime","1","1","100","0","0","0","0","7","7","7","7","persoons-/gebruiksgegeven","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","3","ScheduleName","varchar(100)","True","","","","1","1","100","0","0","0","0","3","3","3","3","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=3."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","4","ScheduleType","varchar(50)","False","","","IX_DeviceScriptSchedules_NextRunTime","1","1","100","0","0","0","0","4","4","4","4","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=4."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","5","CronExpression","varchar(100)","True","","","","1","1","100","0","0","0","0","3","3","3","3","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=3."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","6","IntervalMinutes","int","True","","","","1","0","0","0","0","0","0","0","0","0","0","intern/configuratie","kandidaat vervallen","review vóór verwijderen","In productie nooit gevuld en geen exacte codeverwijzing aangetroffen."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","7","SpecificRunTime","datetime","True","","","","1","0","0","0","0","0","0","0","0","0","0","intern/configuratie","kandidaat vervallen","review vóór verwijderen","In productie nooit gevuld en geen exacte codeverwijzing aangetroffen."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","8","ValidFrom","datetime","True","","","","1","0","0","0","0","0","0","1","1","1","1","intern/configuratie","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=1."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","9","ValidUntil","datetime","True","","","","1","0","0","0","0","0","0","1","1","1","1","intern/configuratie","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=1."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","10","NextRunTime","datetime","True","","","IX_DeviceScriptSchedules_NextRunTime","1","0","0","0","0","0","0","1","1","1","1","intern/configuratie","codegebruik, productie leeg","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=0, PROD-app=1."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","11","LastRunTime","datetime","True","","","","1","0","0","0","0","0","0","0","0","0","0","intern/configuratie","kandidaat vervallen","review vóór verwijderen","In productie nooit gevuld en geen exacte codeverwijzing aangetroffen."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","12","ExecuteOnTheseDeviceOUs","varchar(1000)","True","","","","1","1","100","0","0","0","0","3","3","3","3","intern/configuratie","actief in code","migreren na semantische controle","Gedenormaliseerde lijst; vervangen door een doelgroeptabel. Exacte codetokens: agent=0, DEV-app=0, PROD-app=3."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","13","ExecuteOnTheseDevices","varchar(1000)","True","","","","1","1","100","0","0","0","0","2","2","2","2","intern/configuratie","actief in code","migreren na semantische controle","Gedenormaliseerde lijst; vervangen door een doelgroeptabel. Exacte codetokens: agent=0, DEV-app=0, PROD-app=2."
"DeviceScriptSchedules","Planning en doelgroepselectie voor DeviceScripts.","Legacy UAM","14","ExecuteNotOnTheseDevices","varchar(1000)","True","","","","1","1","100","0","0","0","0","2","2","2","2","intern/configuratie","actief in code","migreren na semantische controle","Gedenormaliseerde lijst; vervangen door een uitsluitingstabel. Exacte codetokens: agent=0, DEV-app=0, PROD-app=2."
